UnitOfMeasureName,SaleDate,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
Grams,7/27/2023,Infused Pre-Rolls,92.5,0,0,5.5,92.5,5.5,4
Grams,7/27/2023,Infused Pre-Rolls,22.5,0,0,0.7,22.5,0.7,1
Each,7/27/2023,Infused (edible),1357,66,1357,0,0,66,49
Each,7/30/2023,Concentrate (Each),1625,39,1625,0,0,39,35
Grams,7/25/2023,Buds,2477.14,0,0,5115.06,2477.14,5115.06,85
Each,7/24/2023,Infused Beverage,35,5,35,0,0,5,5
Grams,7/24/2023,Infused Pre-Rolls,132.07,0,0,16.85,132.07,16.85,6
Each,7/30/2023,Vape Product,1779.01,51,1779.01,0,0,51,47
Each,7/30/2023,Vape Product,2332.47,66,2332.47,0,0,66,62
Each,7/24/2023,Infused (edible),470,34,470,0,0,34,23
Grams,7/27/2023,Infused Pre-Rolls,20,0,0,0.7,20,0.7,1
Each,7/30/2023,Infused (non-edible),20,1,20,0,0,1,1
Each,7/27/2023,Infused (edible),4148,144,4148,0,0,144,121
Grams,7/27/2023,Buds,37843,0,0,4937.75,37843,4937.75,676
Each,7/30/2023,Infused Beverage,43,7,43,0,0,7,5
Each,7/30/2023,Infused (edible),201,15,201,0,0,15,13
Each,7/30/2023,Infused (non-edible),50,1,50,0,0,1,1
Grams,7/30/2023,Infused Pre-Rolls,390,0,0,25.5,390,25.5,23
Grams,7/25/2023,Raw Pre-Rolls,5042.9,0,0,654.9,5042.9,654.9,400
Each,7/29/2023,Infused Beverage,80,10,80,0,0,10,7
Each,7/29/2023,Infused Beverage,157,29,157,0,0,29,16
Grams,7/26/2023,Shake/Trim (by strain),61.74,0,0,14,61.74,14,2
Grams,7/27/2023,Shake/Trim (by strain),300,0,0,140,300,140,5
Grams,7/29/2023,Infused Pre-Rolls,527.8,0,0,28.95,527.8,28.95,25
Grams,7/30/2023,Shake/Trim (by strain),600,0,0,140,600,140,19
Each,7/25/2023,Infused (non-edible),50,1,50,0,0,1,1
Each,7/24/2023,Infused Beverage,209,13,209,0,0,13,11
Grams,7/27/2023,Infused Pre-Rolls,40,0,0,1,40,1,2
Each,7/28/2023,Infused (non-edible),25,1,25,0,0,1,1
Each,7/28/2023,Infused (edible),2793.17,168,2793.17,0,0,168,123
Each,7/25/2023,Vape Product,2127.2,82,2127.2,0,0,82,63
Each,7/27/2023,Infused (edible),447,27,447,0,0,27,17
Grams,7/29/2023,Raw Pre-Rolls,2525.37,0,0,217.6,2525.37,217.6,140
Grams,7/29/2023,Buds,2538,0,0,395.5,2538,395.5,66
Each,7/27/2023,Infused (edible),671.89,47,671.89,0,0,47,38
Each,7/25/2023,Concentrate (Each),135,2,135,0,0,2,2
Each,7/26/2023,Infused Beverage,51.66,10,51.66,0,0,10,6
Grams,7/26/2023,Infused Pre-Rolls,404.6,0,0,30,404.6,30,24
Grams,7/27/2023,Buds,10378.04,0,0,1130,10378.04,1130,298
Grams,7/30/2023,Buds,710,0,0,77,710,77,17
Grams,7/30/2023,Shake/Trim (by strain),225,0,0,42,225,42,5
Each,7/30/2023,Infused Beverage,86.8,14,86.8,0,0,14,11
Each,7/28/2023,Infused (edible),796.3,42,796.3,0,0,42,40
Grams,7/28/2023,Raw Pre-Rolls,2458.55,0,0,262.5,2458.55,262.5,176
Each,7/30/2023,Vape Product,13791.25,317,13791.25,0,0,317,254
Each,7/24/2023,Infused (edible),1207.3,65,1207.3,0,0,65,51
Each,7/30/2023,Infused Beverage,80,18,80,0,0,18,15
Each,7/27/2023,Infused (edible),1325.41,58,1325.41,0,0,58,48
Grams,7/30/2023,Buds,4391.46,0,0,473,4391.46,473,155
Grams,7/30/2023,Buds,22096.5,0,0,3220,22096.5,3220,755
Each,7/30/2023,Infused Beverage,7,1,7,0,0,1,1
Each,7/29/2023,Infused (edible),405,17,405,0,0,17,16
Each,7/29/2023,Infused Beverage,46.66,5,46.66,0,0,5,3
Grams,7/25/2023,Raw Pre-Rolls,3923.25,0,0,412.5,3923.25,412.5,332
Grams,7/30/2023,Kief,179.4,0,0,12,179.4,12,10
Grams,7/27/2023,Raw Pre-Rolls,1876.08,0,0,162.6,1876.08,162.6,113
Grams,7/27/2023,Infused Pre-Rolls,175.17,0,0,8.6,175.17,8.6,8
Each,7/25/2023,Infused (non-edible),218,5,218,0,0,5,5
Each,7/29/2023,Infused Beverage,108,7,108,0,0,7,7
Each,7/24/2023,Vape Product,11809.16,351,11809.16,0,0,351,324
Each,7/25/2023,Infused (edible),140,6,140,0,0,6,6
Each,7/28/2023,Infused Beverage,66,9,66,0,0,9,9
Each,7/27/2023,Concentrate (Each),298.78,13,298.78,0,0,13,12
Each,7/27/2023,Vape Product,2920,61,2920,0,0,61,55
Each,7/27/2023,Concentrate (Each),1370,28,1370,0,0,28,24
Each,7/27/2023,Concentrate (Each),355.9,13,355.9,0,0,13,10
Grams,7/29/2023,Kief,43.2,0,0,3,43.2,3,3
Each,7/30/2023,Infused Beverage,473.06,78,473.06,0,0,78,57
Each,7/29/2023,Infused Beverage,72,12,72,0,0,12,6
Each,7/26/2023,Concentrate (Each),150,5,150,0,0,5,4
Grams,7/26/2023,Raw Pre-Rolls,185.62,0,0,16,185.62,16,11
Each,7/30/2023,Concentrate (Each),30,1,30,0,0,1,1
Each,7/25/2023,Vape Product,2049.57,83,2049.57,0,0,83,64
Grams,7/24/2023,Raw Pre-Rolls,3260.01,0,0,255.8,3260.01,255.8,146
Each,7/24/2023,Vape Product,1361.01,35,1361.01,0,0,35,33
Each,7/29/2023,Infused Beverage,503.6,47,503.6,0,0,47,24
Each,7/25/2023,Infused Beverage,59,11,59,0,0,11,9
Grams,7/29/2023,Shake/Trim (by strain),1402.05,0,0,329,1402.05,329,44
Each,7/30/2023,Infused Beverage,39,6,39,0,0,6,4
Each,7/25/2023,Vape Product,9708,229,9708,0,0,229,185
Each,7/27/2023,Infused (edible),952.54,48,952.54,0,0,48,43
Each,7/25/2023,Infused Beverage,34.2,6,34.2,0,0,6,5
Grams,7/25/2023,Raw Pre-Rolls,1541.52,0,0,191.3,1541.52,191.3,108
Grams,7/26/2023,Infused Pre-Rolls,275,0,0,11.5,275,11.5,7
Grams,7/25/2023,Kief,30,0,0,1,30,1,1
Each,7/24/2023,Infused (edible),995,40,995,0,0,40,34
Each,7/25/2023,Infused Beverage,59,9,59,0,0,9,8
Each,7/29/2023,Infused Beverage,98,13,98,0,0,13,9
Grams,7/30/2023,Raw Pre-Rolls,3899.8,0,0,402.4,3899.8,402.4,316
Grams,7/24/2023,Buds,5957.54,0,0,1104.1,5957.54,1104.1,180
Each,7/30/2023,Infused Beverage,122,29,122,0,0,29,6
Grams,7/24/2023,Shake/Trim (by strain),56,0,0,14,56,14,1
Each,7/27/2023,Concentrate (Each),220,6,220,0,0,6,6
Each,7/29/2023,Infused Beverage,100.51,7,100.51,0,0,7,6
Each,7/27/2023,Infused Beverage,142,27,142,0,0,27,6
Grams,7/30/2023,Infused Pre-Rolls,166.7,0,0,12.1,166.7,12.1,6
Grams,7/26/2023,Infused Pre-Rolls,120,0,0,3.8,120,3.8,5
Each,7/25/2023,Infused Beverage,75.9,5,75.9,0,0,5,4
Each,7/28/2023,Concentrate (Each),996,31,996,0,0,31,27
Each,7/24/2023,Concentrate (Each),402,10,402,0,0,10,10
Grams,7/28/2023,Raw Pre-Rolls,3636.44,0,0,320.5,3636.44,320.5,193
Each,7/26/2023,Vape Product,2018.15,76,2018.15,0,0,76,55
Grams,7/29/2023,Buds,1300,0,0,130.5,1300,130.5,29
Grams,7/26/2023,Buds,4425.1,0,0,1270.5,4425.1,1270.5,66
Each,7/29/2023,Infused Beverage,169.51,36,169.51,0,0,36,21
Each,7/24/2023,Infused (edible),420.9,26,420.9,0,0,26,22
Each,7/27/2023,Concentrate (Each),305,8,305,0,0,8,7
Each,7/25/2023,Vape Product,1655,44,1655,0,0,44,40
Grams,7/24/2023,Raw Pre-Rolls,1252,0,0,116.55,1252,116.55,59
Grams,7/29/2023,Infused Pre-Rolls,50,0,0,0.8,50,0.8,2
Grams,7/26/2023,Buds,673,0,0,64.5,673,64.5,15
Grams,7/29/2023,Infused Pre-Rolls,28,0,0,1.25,28,1.25,1
Each,7/29/2023,Infused Beverage,289.4,47,289.4,0,0,47,27
Grams,7/30/2023,Raw Pre-Rolls,224.01,0,0,30,224.01,30,24
Grams,7/29/2023,Buds,6233.13,0,0,710.5,6233.13,710.5,145
Each,7/28/2023,Infused Beverage,1232.71,96,1232.71,0,0,96,49
Each,7/24/2023,Infused Beverage,15,3,15,0,0,3,3
Grams,7/29/2023,Raw Pre-Rolls,5609.15,0,0,504.75,5609.15,504.75,275
Grams,7/26/2023,Raw Pre-Rolls,835.8,0,0,84.3,835.8,84.3,54
Grams,7/25/2023,Shake/Trim (by strain),2412,0,0,1428,2412,1428,51
Each,7/24/2023,Infused Beverage,24,3,24,0,0,3,3
Grams,7/25/2023,Infused Pre-Rolls,144,0,0,5.75,144,5.75,4
Each,7/26/2023,Infused Beverage,221,34,221,0,0,34,14
Grams,7/26/2023,Shake/Trim (by strain),30,0,0,3,30,3,3
Grams,7/26/2023,Buds,935,0,0,94.5,935,94.5,24
Each,7/25/2023,Infused (edible),1062.45,72,1062.45,0,0,72,64
Each,7/28/2023,Vape Product,3133.52,70,3133.52,0,0,70,53
Grams,7/26/2023,Buds,6253.21,0,0,1008.5,6253.21,1008.5,169
Grams,7/24/2023,Shake/Trim,100,0,0,28,100,28,4
Grams,7/29/2023,Shake/Trim (by strain),63.5,0,0,10,63.5,10,3
Grams,7/24/2023,Raw Pre-Rolls,1322.9,0,0,154.5,1322.9,154.5,127
Grams,7/25/2023,Raw Pre-Rolls,2150.1,0,0,214.3,2150.1,214.3,146
Grams,7/24/2023,Raw Pre-Rolls,2991.57,0,0,249.1,2991.57,249.1,143
Each,7/26/2023,Infused Beverage,197,26,197,0,0,26,17
Grams,7/29/2023,Raw Pre-Rolls,1221.8,0,0,115,1221.8,115,89
Grams,7/25/2023,Raw Pre-Rolls,354,0,0,30.95,354,30.95,25
Grams,7/29/2023,Shake/Trim (by strain),1053.9,0,0,109,1053.9,109,45
Each,7/30/2023,Vape Product,3122,113,3122,0,0,113,107
Grams,7/27/2023,Raw Pre-Rolls,2185.3,0,0,187.55,2185.3,187.55,125
Each,7/28/2023,Vape Product,3444.29,110,3444.29,0,0,110,94
Grams,7/30/2023,Concentrate (Bulk),30,0,0,0.5,30,0.5,1
Grams,7/29/2023,Infused Pre-Rolls,120,0,0,6,120,6,5
Each,7/29/2023,Infused Beverage,333.47,45,333.47,0,0,45,17
Grams,7/29/2023,Infused Pre-Rolls,147.49,0,0,6.8,147.49,6.8,7
Grams,7/26/2023,Infused Pre-Rolls,55,0,0,1.7,55,1.7,2
Each,7/25/2023,Infused Beverage,6,1,6,0,0,1,1
Each,7/24/2023,Concentrate (Each),156.67,6,156.67,0,0,6,6
Grams,7/28/2023,Concentrate (Bulk),100,0,0,3,100,3,3
Grams,7/25/2023,Raw Pre-Rolls,2062.49,0,0,217.5,2062.49,217.5,162
Each,7/26/2023,Vape Product,1076.5,31,1076.5,0,0,31,29
Each,7/26/2023,Infused (non-edible),60,1,60,0,0,1,1
Grams,7/27/2023,Buds,14740.96,0,0,2152.5,14740.96,2152.5,357
Each,7/30/2023,Infused (non-edible),40,1,40,0,0,1,1
Each,7/25/2023,Infused (edible),857,55,857,0,0,55,42
Each,7/27/2023,Infused (edible),1040,74,1040,0,0,74,62
Grams,7/27/2023,Raw Pre-Rolls,8658.13,0,0,750.25,8658.13,750.25,667
Grams,7/24/2023,Buds,6315.1,0,0,465.5,6315.1,465.5,107
Grams,7/25/2023,Buds,3444.2,0,0,358,3444.2,358,73
Each,7/26/2023,Vape Product,1415,33,1415,0,0,33,33
Each,7/27/2023,Vape Product,1556.3,42,1556.3,0,0,42,39
Grams,7/24/2023,Infused Pre-Rolls,240,0,0,10.2,240,10.2,7
Each,7/30/2023,Infused (non-edible),288.36,13,288.36,0,0,13,4
Each,7/28/2023,Concentrate (Each),1724.75,36,1724.75,0,0,36,33
Grams,7/24/2023,Concentrate,105,0,0,2,105,2,2
Each,7/24/2023,Infused (edible),1157,53,1157,0,0,53,46
Each,7/28/2023,Infused Beverage,32.95,5,32.95,0,0,5,5
Grams,7/28/2023,Raw Pre-Rolls,663,0,0,50.8,663,50.8,25
Each,7/25/2023,Infused Beverage,717.9,70,717.9,0,0,70,38
Grams,7/28/2023,Infused Pre-Rolls,501.53,0,0,12,501.53,12,8
Grams,7/24/2023,Raw Pre-Rolls,698.97,0,0,69,698.97,69,50
Each,7/26/2023,Concentrate (Each),70,2,70,0,0,2,2
Each,7/28/2023,Concentrate (Each),40,1,40,0,0,1,1
Grams,7/28/2023,Buds,2159,0,0,406,2159,406,70
Grams,7/25/2023,Concentrate,90.01,0,0,5,90.01,5,5
Grams,7/24/2023,Infused Pre-Rolls,60,0,0,3,60,3,3
Grams,7/26/2023,Infused Pre-Rolls,575,0,0,42,575,42,14
Each,7/30/2023,Concentrate (Each),937,33,937,0,0,33,32
Each,7/28/2023,Infused (edible),711.57,35,711.57,0,0,35,33
Grams,7/30/2023,Buds,806.02,0,0,85.75,806.02,85.75,23
Grams,7/24/2023,Raw Pre-Rolls,1835.84,0,0,176.1,1835.84,176.1,81
Each,7/28/2023,Concentrate (Each),3011,53,3011,0,0,53,47
Grams,7/27/2023,Infused Pre-Rolls,120,0,0,7.3,120,7.3,3
Each,7/26/2023,Infused Beverage,64,7,64,0,0,7,3
Grams,7/25/2023,Shake/Trim,960,0,0,224,960,224,28
Each,7/30/2023,Infused (non-edible),149.4,6,149.4,0,0,6,4
Each,7/24/2023,Infused (edible),743.8,51,743.8,0,0,51,37
Grams,7/29/2023,Kief,25,0,0,1,25,1,1
Each,7/24/2023,Concentrate (Each),574.84,12,574.84,0,0,12,11
Each,7/27/2023,Infused Beverage,84.87,13,84.87,0,0,13,10
Each,7/25/2023,Concentrate (Each),738.84,16,738.84,0,0,16,13
Each,7/29/2023,Vape Product,3575.08,75,3575.08,0,0,75,71
Each,7/25/2023,Vape Product,3277.71,124,3277.71,0,0,124,95
Grams,7/28/2023,Infused Pre-Rolls,75,0,0,3.5,75,3.5,4
Each,7/29/2023,Vape Product,3217.14,81,3217.14,0,0,81,78
Each,7/24/2023,Infused (non-edible),35,1,35,0,0,1,1
Grams,7/27/2023,Raw Pre-Rolls,750.99,0,0,42.5,750.99,42.5,27
Grams,7/26/2023,Shake/Trim,4584,0,0,1396,4584,1396,175
Grams,7/29/2023,Shake/Trim,21,0,0,2.5,21,2.5,5
Each,7/29/2023,Infused Beverage,274,23,274,0,0,23,18
Grams,7/27/2023,Raw Pre-Rolls,726.62,0,0,111,726.62,111,57
Grams,7/29/2023,Buds,3926.15,0,0,391.25,3926.15,391.25,96
Grams,7/28/2023,Raw Pre-Rolls,2898.1,0,0,256.3,2898.1,256.3,120
Each,7/27/2023,Infused Beverage,161.66,28,161.66,0,0,28,17
Each,7/30/2023,Infused (edible),4343.1,238,4343.1,0,0,238,175
Each,7/24/2023,Infused Beverage,42,6,42,0,0,6,3
Grams,7/29/2023,Infused Pre-Rolls,262.52,0,0,17.2,262.52,17.2,11
Grams,7/29/2023,Shake/Trim,420,0,0,84,420,84,10
Each,7/29/2023,Infused (edible),2493,123,2493,0,0,123,101
Each,7/26/2023,Infused (non-edible),25,1,25,0,0,1,1
Each,7/29/2023,Infused Beverage,83,16,83,0,0,16,16
Grams,7/30/2023,Infused Pre-Rolls,103.75,0,0,5.4,103.75,5.4,3
Each,7/29/2023,Infused Beverage,175.3,8,175.3,0,0,8,8
Each,7/25/2023,Vape Product,486.59,10,486.59,0,0,10,10
Grams,7/24/2023,Raw Pre-Rolls,105.48,0,0,11,105.48,11,7
Each,7/29/2023,Infused Beverage,239.6,38,239.6,0,0,38,27
Each,7/25/2023,Infused Beverage,29,2,29,0,0,2,2
Each,7/29/2023,Infused (non-edible),35,1,35,0,0,1,1
Milligrams,7/24/2023,Concentrate,465,0,0,11000,465,11000,11
Each,7/25/2023,Vape Product,601.23,18,601.23,0,0,18,15
Grams,7/26/2023,Raw Pre-Rolls,4756.59,0,0,488.5,4756.59,488.5,369
Each,7/24/2023,Infused Beverage,147.46,25,147.46,0,0,25,8
Each,7/29/2023,Infused (non-edible),154,8,154,0,0,8,8
Each,7/24/2023,Vape Product,5474.63,143,5474.63,0,0,143,128
Each,7/28/2023,Infused (non-edible),130.02,4,130.02,0,0,4,4
Grams,7/27/2023,Raw Pre-Rolls,2832.14,0,0,287,2832.14,287,148
Each,7/25/2023,Vape Product,4400.21,103,4400.21,0,0,103,100
Each,7/28/2023,Vape Product,12991.03,463,12991.03,0,0,463,414
Each,7/29/2023,Infused (edible),950,50,950,0,0,50,36
Grams,7/30/2023,Raw Pre-Rolls,1369,0,0,132.5,1369,132.5,80
Grams,7/25/2023,Infused Pre-Rolls,530.5,0,0,24.75,530.5,24.75,22
Each,7/30/2023,Infused (edible),2249.35,115,2249.35,0,0,115,92
Grams,7/30/2023,Buds,11554.14,0,0,2852.5,11554.14,2852.5,332
Each,7/27/2023,Vape Product,7063,210,7063,0,0,210,192
Grams,7/24/2023,Buds,3950,0,0,365,3950,365,74
Grams,7/26/2023,Raw Pre-Rolls,2788.48,0,0,529.75,2788.48,529.75,148
Each,7/24/2023,Infused (edible),979.14,56,979.14,0,0,56,44
Grams,7/25/2023,Buds,1873.5,0,0,129.5,1873.5,129.5,32
Grams,7/28/2023,Buds,2312.85,0,0,324.5,2312.85,324.5,69
Each,7/25/2023,Concentrate (Each),289,9,289,0,0,9,9
Grams,7/26/2023,Raw Pre-Rolls,1274.03,0,0,136,1274.03,136,107
Each,7/29/2023,Concentrate (Each),503.01,22,503.01,0,0,22,16
Each,7/24/2023,Infused Beverage,35,5,35,0,0,5,5
Each,7/30/2023,Infused (non-edible),200,3,200,0,0,3,3
Grams,7/25/2023,Infused Pre-Rolls,220,0,0,11,220,11,10
Grams,7/28/2023,Buds,5631.64,0,0,668,5631.64,668,110
Grams,7/30/2023,Buds,2460,0,0,276.5,2460,276.5,66
Grams,7/28/2023,Infused Pre-Rolls,420.05,0,0,35,420.05,35,16
Grams,7/28/2023,Raw Pre-Rolls,1078.75,0,0,96.5,1078.75,96.5,77
Grams,7/27/2023,Buds,2968.01,0,0,431.5,2968.01,431.5,83
Grams,7/25/2023,Shake/Trim (by strain),1110.9,0,0,343,1110.9,343,46
Grams,7/27/2023,Buds,1053.01,0,0,113,1053.01,113,25
Grams,7/24/2023,Infused Pre-Rolls,812,0,0,43.5,812,43.5,39
Grams,7/26/2023,Buds,20659.87,0,0,3118.5,20659.87,3118.5,731
Each,7/29/2023,Concentrate (Each),573,11,573,0,0,11,10
Grams,7/24/2023,Infused Pre-Rolls,104,0,0,5,104,5,4
Each,7/29/2023,Infused (edible),4202.75,171,4202.75,0,0,171,149
Each,7/30/2023,Infused Beverage,88.8,14,88.8,0,0,14,5
Grams,7/28/2023,Infused Pre-Rolls,52,0,0,3,52,3,2
Grams,7/26/2023,Raw Pre-Rolls,1072.8,0,0,135.5,1072.8,135.5,55
Grams,7/26/2023,Shake/Trim,69.58,0,0,28,69.58,28,1
Grams,7/30/2023,Buds,1944.76,0,0,3422.54,1944.76,3422.54,54
Each,7/26/2023,Infused (edible),142.61,73,142.61,0,0,73,71
Grams,7/30/2023,Shake/Trim (by strain),7588.78,0,0,4039,7588.78,4039,249
Grams,7/24/2023,Infused Pre-Rolls,40,0,0,2,40,2,2
Grams,7/27/2023,Raw Pre-Rolls,261,0,0,24,261,24,17
Each,7/30/2023,Infused (edible),576.32,65,576.32,0,0,65,35
Grams,7/27/2023,Raw Pre-Rolls,5145.62,0,0,527.95,5145.62,527.95,270
Each,7/27/2023,Concentrate (Each),175,6,175,0,0,6,4
Each,7/27/2023,Infused (non-edible),179.97,3,179.97,0,0,3,3
Grams,7/30/2023,Infused Pre-Rolls,143.75,0,0,6.15,143.75,6.15,6
Each,7/25/2023,Infused (edible),1030.75,45,1030.75,0,0,45,27
Grams,7/27/2023,Raw Pre-Rolls,6197.42,0,0,860,6197.42,860,575
Each,7/30/2023,Vape Product,1150,26,1150,0,0,26,26
Each,7/29/2023,Concentrate (Each),2056.5,60,2056.5,0,0,60,53
Each,7/25/2023,Vape Product,2264.26,56,2264.26,0,0,56,51
Each,7/28/2023,Infused (edible),3126.01,165,3126.01,0,0,165,141
Grams,7/28/2023,Shake/Trim,145,0,0,49,145,49,5
Grams,7/26/2023,Infused Pre-Rolls,1222.23,0,0,65.22,1222.23,65.22,60
Each,7/29/2023,Vape Product,2053,47,2053,0,0,47,48
Grams,7/29/2023,Buds,8788.52,0,0,1561,8788.52,1561,258
Each,7/25/2023,Infused Beverage,15,2,15,0,0,2,1
Grams,7/26/2023,Buds,1715.01,0,0,325.5,1715.01,325.5,76
Grams,7/28/2023,Buds,11799.47,0,0,1287,11799.47,1287,289
Each,7/29/2023,Vape Product,4800.78,191,4800.78,0,0,191,166
Grams,7/24/2023,Shake/Trim,120,0,0,28,120,28,1
Grams,7/26/2023,Raw Pre-Rolls,479,0,0,47,479,47,31
Each,7/27/2023,Infused (edible),2523,114,2523,0,0,114,104
Grams,7/25/2023,Buds,5710.47,0,0,1002.53,5710.47,1002.53,188
Grams,7/26/2023,Buds,14998.6,0,0,2069.5,14998.6,2069.5,393
Each,7/28/2023,Infused Beverage,18,4,18,0,0,4,1
Each,7/26/2023,Concentrate (Each),549,15,549,0,0,15,15
Each,7/26/2023,Infused (edible),442.42,21,442.42,0,0,21,17
Grams,7/30/2023,Raw Pre-Rolls,972.6,0,0,61.7,972.6,61.7,30
Grams,7/24/2023,Buds,1049.98,0,0,98,1049.98,98,20
Grams,7/25/2023,Shake/Trim (by strain),270,0,0,56,270,56,6
Each,7/30/2023,Concentrate (Each),1111.04,64,1111.04,0,0,64,59
Each,7/28/2023,Infused Beverage,62,8,62,0,0,8,3
Grams,7/25/2023,Infused Pre-Rolls,740,0,0,41,740,41,22
Each,7/30/2023,Concentrate (Each),677.72,23,677.72,0,0,23,21
Grams,7/27/2023,Shake/Trim (by strain),80,0,0,14,80,14,2
Each,7/28/2023,Concentrate (Each),47,3,47,0,0,3,3
Each,7/28/2023,Infused (edible),5001.5,188,5001.5,0,0,188,154
Each,7/24/2023,Concentrate (Each),2355,51,2355,0,0,51,43
Each,7/28/2023,Vape Product,1392,30,1392,0,0,30,29
Each,7/30/2023,Infused (edible),4708.68,246,4708.68,0,0,246,156
Grams,7/30/2023,Infused Pre-Rolls,480,0,0,24,480,24,18
Each,7/27/2023,Concentrate (Each),416,22,416,0,0,22,19
Each,7/28/2023,Infused Beverage,3.85,1,3.85,0,0,1,1
Each,7/24/2023,Vape Product,1310,51,1310,0,0,51,47
Each,7/27/2023,Vape Product,4330.99,139,4330.99,0,0,139,127
Grams,7/30/2023,Shake/Trim (by strain),40,0,0,7,40,7,1
Each,7/27/2023,Vape Product,3267.23,85,3267.23,0,0,85,79
Grams,7/24/2023,Infused Pre-Rolls,238.29,0,0,10.75,238.29,10.75,14
Each,7/29/2023,Concentrate (Each),758.08,24,758.08,0,0,24,18
Each,7/26/2023,Concentrate (Each),40,1,40,0,0,1,1
Each,7/24/2023,Concentrate (Each),50,1,50,0,0,1,1
Grams,7/30/2023,Raw Pre-Rolls,3118.03,0,0,418.5,3118.03,418.5,300
Each,7/24/2023,Vape Product,450,12,450,0,0,12,12
Each,7/30/2023,Infused (non-edible),103.09,4,103.09,0,0,4,3
Grams,7/27/2023,Infused Pre-Rolls,614.75,0,0,17.75,614.75,17.75,17
Each,7/30/2023,Infused Beverage,101,8,101,0,0,8,7
Each,7/28/2023,Vape Product,2990,55,2990,0,0,55,52
Each,7/25/2023,Vape Product,3914.37,120,3914.37,0,0,120,107
Grams,7/26/2023,Buds,7740.6,0,0,843.5,7740.6,843.5,192
Each,7/25/2023,Vape Product,1040.8,31,1040.8,0,0,31,30
Grams,7/24/2023,Buds,13964.56,0,0,1962,13964.56,1962,429
Each,7/26/2023,Infused Beverage,112,4,112,0,0,4,4
Each,7/29/2023,Infused (edible),5551.76,285,5551.76,0,0,285,218
Each,7/24/2023,Infused (edible),2502.75,113,2502.75,0,0,113,100
Each,7/29/2023,Vape Product,2978.7,82,2978.7,0,0,82,81
Grams,7/25/2023,Concentrate,45,0,0,1,45,1,1
Grams,7/26/2023,Buds,11914.05,0,0,1003.56,11914.05,1003.56,279
Each,7/25/2023,Infused (edible),1772.3,88,1772.3,0,0,88,73
Each,7/25/2023,Infused Beverage,167,25,167,0,0,25,13
Grams,7/24/2023,Infused Pre-Rolls,319,0,0,18.1,319,18.1,15
Grams,7/27/2023,Buds,8154,0,0,960.6,8154,960.6,190
Grams,7/25/2023,Buds,3440.27,0,0,563.5,3440.27,563.5,116
Grams,7/28/2023,Infused Pre-Rolls,70,0,0,8.7,70,8.7,3
Each,7/25/2023,Infused (edible),3714.65,205,3714.65,0,0,205,146
Each,7/27/2023,Concentrate (Each),25,1,25,0,0,1,1
Grams,7/24/2023,Infused Pre-Rolls,141,0,0,7.4,141,7.4,6
Each,7/30/2023,Infused (non-edible),35,1,35,0,0,1,1
Each,7/25/2023,Vape Product,729.02,18,729.02,0,0,18,18
Grams,7/25/2023,Raw Pre-Rolls,996.3,0,0,83.5,996.3,83.5,58
Each,7/26/2023,Vape Product,1483.3,38,1483.3,0,0,38,36
Each,7/28/2023,Infused (edible),230,10,230,0,0,10,8
Each,7/29/2023,Infused (non-edible),96.97,3,96.97,0,0,3,2
Each,7/24/2023,Concentrate (Each),452,18,452,0,0,18,9
Grams,7/30/2023,Raw Pre-Rolls,2175.04,0,0,196.25,2175.04,196.25,156
Grams,7/30/2023,Raw Pre-Rolls,1521.09,0,0,147.75,1521.09,147.75,108
Grams,7/24/2023,Infused Pre-Rolls,915,0,0,45.3,915,45.3,35
Grams,7/28/2023,Buds,10151.03,0,0,1486,10151.03,1486,225
Grams,7/24/2023,Buds,8657.74,0,0,1070.5,8657.74,1070.5,170
Each,7/30/2023,Infused Beverage,289.5,29,289.5,0,0,29,12
Each,7/24/2023,Infused (edible),780.05,45,780.05,0,0,45,38
Grams,7/30/2023,Shake/Trim (by strain),411.06,0,0,98,411.06,98,13
Each,7/24/2023,Infused (edible),90.5,6,90.5,0,0,6,5
Grams,7/25/2023,Shake/Trim (by strain),105,0,0,21,105,21,3
Grams,7/28/2023,Concentrate,731.51,0,0,24,731.51,24,20
Each,7/26/2023,Concentrate (Each),118.75,5,118.75,0,0,5,5
Grams,7/29/2023,Raw Pre-Rolls,1532.5,0,0,139,1532.5,139,119
Grams,7/24/2023,Shake/Trim (by strain),540,0,0,252,540,252,9
Each,7/29/2023,Infused (edible),10376.21,581,10376.21,0,0,581,486
Grams,7/29/2023,Buds,3836,0,0,402.5,3836,402.5,91
Grams,7/25/2023,Raw Pre-Rolls,2274.22,0,0,406.5,2274.22,406.5,226
Grams,7/29/2023,Shake/Trim (by strain),1070,0,0,224,1070,224,15
Each,7/28/2023,Infused Beverage,332,60,332,0,0,60,31
Grams,7/28/2023,Raw Pre-Rolls,1771.18,0,0,142.5,1771.18,142.5,127
Each,7/27/2023,Infused Beverage,230.22,50,230.22,0,0,50,18
Each,7/27/2023,Infused Beverage,422,72,422,0,0,72,36
Each,7/26/2023,Infused Beverage,193,15,193,0,0,15,9
Grams,7/29/2023,Raw Pre-Rolls,1622.99,0,0,230.5,1622.99,230.5,165
Each,7/30/2023,Concentrate (Each),576.75,15,576.75,0,0,15,15
Each,7/26/2023,Concentrate (Each),310,9,310,0,0,9,9
Each,7/24/2023,Infused (edible),725,74,725,0,0,74,58
